"노드링크 유형","노드 WKT","노드 ID","노드 유형 코드","링크 WKT","링크 ID","링크 유형 코드","시작노드 ID","종료노드 ID","링크 길이","시군구코드","시군구명","읍면동코드","읍면동명"
"NODE","POINT(127.00178102814176 37.581945188630954)","137304","0","","0","","","","","1111000000","종로구","1111017200","명륜4가"
"NODE","POINT(126.99701335026714 37.577184625449455)","136429","0","","0","","","","","1111000000","종로구","1111013000","와룡동"
"NODE","POINT(126.99697789522051 37.57649508793737)","136430","0","","0","","","","","1111000000","종로구","1111015900","원남동"
"LINK","","0","","LINESTRING(126.99776898185851 37.57245143060327,126.99752653093577 37.57244201229629)","275609","1000","136634","136635","21.4440","1111000000","종로구","1111015700","인의동"
"LINK","","0","","LINESTRING(127.00870271221665 37.57140787678555,127.00913113737275 37.571554310203965)","30686","1011","153186","153185","41.1900","1111000000","종로구","1111016400","종로6가"
"LINK","","0","","LINESTRING(126.98571291828777 37.56857026412408,126.98568598194656 37.56847728937382)","219156","1011","167194","10554","10.5900","1111000000","종로구","1111013500","관철동"
"NODE","POINT(126.99728538406251 37.57723640609517)","136431","0","","0","","","","","1111000000","종로구","1111016600","연건동"
"LINK","","0","","LINESTRING(126.99200152640593 37.570713070364164,126.99222918775669 37.570722499047896)","269465","1000","135652","135653","20.1390","1111000000","종로구","1111015600","종로3가"
"LINK","","0","","LINESTRING(126.9773983154466 37.57034981189002,126.9773577065086 37.57025600146402)","275238","1000","167338","167339","11.0130","1111000000","종로구","1111011900","세종로"
"NODE","POINT(126.98967151380992 37.57729290753758)","135346","0","","0","","","","","1111000000","종로구","1111013000","와룡동"
"NODE","POINT(126.99990593574422 37.58429866068804)","137035","0","","0","","","","","1111000000","종로구","1111017100","명륜2가"
"NODE","POINT(126.96912023057207 37.588016251732135)","146298","0","","0","","","","","1111000000","종로구","1111010100","청운동"
"LINK","","0","","LINESTRING(127.0234607753199 37.57287740035067,127.02321122482093 37.572869124169074)","45956","1011","10421","10422","22.0640","1111000000","종로구","1111017500","숭인동"
"NODE","POINT(126.98964782624523 37.57752588879888)","135347","0","","0","","","","","1111000000","종로구","1111013000","와룡동"
"NODE","POINT(126.99039591868731 37.57759655304098)","135348","0","","0","","","","","1111000000","종로구","1111013000","와룡동"
"NODE","POINT(126.99023036466683 37.577337669084805)","135349","0","","0","","","","","1111000000","종로구","1111013000","와룡동"
"NODE","POINT(126.9900056422327 37.57731411660239)","135351","0","","0","","","","","1111000000","종로구","1111013000","와룡동"
"NODE","POINT(126.99031907060913 37.57734944322801)","135352","0","","0","","","","","1111000000","종로구","1111013000","와룡동"
"NODE","POINT(126.9907014490941 37.57576448103989)","135393","0","","0","","","","","1111000000","종로구","1111013000","와룡동"
"NODE","POINT(126.99049151819398 37.575719750331196)","135395","0","","0","","","","","1111000000","종로구","1111013000","와룡동"
"NODE","POINT(126.99745987881748 37.57614797758959)","136507","0","","0","","","","","1111000000","종로구","1111015900","원남동"
"NODE","POINT(126.99706364854818 37.57639977872079)","136508","0","","0","","","","","1111000000","종로구","1111015900","원남동"
"NODE","POINT(127.01593707869618 37.572916405717024)","159706","0","","0","","","","","1111000000","종로구","1111017500","숭인동"
"NODE","POINT(127.01550298672223 37.573275762281924)","159704","0","","0","","","","","1111000000","종로구","1111017400","창신동"
"NODE","POINT(127.0157876417177 37.57328259013848)","159703","0","","0","","","","","1111000000","종로구","1111017500","숭인동"
"NODE","POINT(127.015820989547 37.57461565254021)","159697","0","","0","","","","","1111000000","종로구","1111017500","숭인동"
"NODE","POINT(126.96985342297879 37.57941342339377)","136537","0","","0","","","","","1111000000","종로구","1111010800","통인동"
"NODE","POINT(126.997184890754 37.576129144411915)","136540","0","","0","","","","","1111000000","종로구","1111015900","원남동"
"NODE","POINT(126.97734560919262 37.570003980054736)","157628","0","","0","","","","","1111000000","종로구","1111011900","세종로"
"NODE","POINT(126.97726873121093 37.57002279223688)","157627","0","","0","","","","","1111000000","종로구","1111011900","세종로"
"NODE","POINT(126.99709914304923 37.576091488455)","136541","0","","0","","","","","1111000000","종로구","1111015900","원남동"
"NODE","POINT(126.97673949806274 37.57001327566953)","157626","0","","0","","","","","1111000000","종로구","1111011900","세종로"
"NODE","POINT(126.97666556773544 37.57006032847879)","157625","0","","0","","","","","1111000000","종로구","1111011900","세종로"
"LINK","","0","","LINESTRING(127.0155852140631 37.5746271265355,127.015820989547 37.57461565254021)","46625","1000","159538","159697","20.8670","1111000000","종로구","1111017500","숭인동"
"NODE","POINT(127.01565458704314 37.57636983006322)","156496","0","","0","","","","","1111000000","종로구","1111017500","숭인동"
"NODE","POINT(127.015415922103 37.57634011063492)","156495","0","","0","","","","","1111000000","종로구","1111017400","창신동"
"NODE","POINT(126.9908390952804 37.57451956016121)","135469","0","","0","","","","","1111000000","종로구","1111013000","와룡동"
"NODE","POINT(126.9911171410876 37.573625301430326)","135471","0","","0","","","","","1111000000","종로구","1111015100","묘동"
"NODE","POINT(126.99764320933839 37.57599971923477)","136549","0","","0","","","","","1111000000","종로구","1111015900","원남동"
"LINK","","0","","LINESTRING(126.98744259163983 37.57157306729703,126.98784767432197 37.57158017010569)","269898","1000","134276","134275","35.7940","1111000000","종로구","1111013600","인사동"
"LINK","","0","","LINESTRING(127.0187087491502 37.57121000934391,127.01881570552469 37.571104126050066)","1052","1011","14269","87314","15.0790","1111000000","종로구","1111017400","창신동"
"NODE","POINT(126.99750129314162 37.57560435054533)","136552","0","","0","","","","","1111000000","종로구","1111015900","원남동"
"NODE","POINT(126.97638288898624 37.57575777810552)","156464","0","","0","","","","","1111000000","종로구","1111011900","세종로"
"NODE","POINT(126.99324513889466 37.57254090851123)","99","0","","0","","","","","1111000000","종로구","1111015200","봉익동"
"NODE","POINT(127.00202836630531 37.57862139717047)","137669","0","","0","","","","","1111000000","종로구","1111016600","연건동"
"NODE","POINT(126.99106084996167 37.57456664452484)","135476","0","","0","","","","","1111000000","종로구","1111013000","와룡동"
"NODE","POINT(126.99738750309939 37.57421409591198)","136658","0","","0","","","","","1111000000","종로구","1111015700","인의동"
"LINK","","0","","LINESTRING(126.99930169505005 37.58985855912778,126.9991819188936 37.58995151615927)","66737","1000","93717","136873","14.7770","1111000000","종로구","1111016900","혜화동"
"NODE","POINT(126.99762995952584 37.57423057460676)","136659","0","","0","","","","","1111000000","종로구","1111015700","인의동"
"NODE","POINT(126.99760935480802 37.571326516978225)","136664","0","","0","","","","","1111000000","종로구","1111015700","인의동"
"NODE","POINT(126.97733080038833 37.57008869852982)","157629","0","","0","","","","","1111000000","종로구","1111011900","세종로"
"NODE","POINT(126.99991785727715 37.587119488434375)","136949","0","","0","","","","","1111000000","종로구","1111017000","명륜1가"
"NODE","POINT(127.00232354269058 37.58068541414759)","137416","0","","0","","","","","1111000000","종로구","1111016800","동숭동"
"NODE","POINT(126.99653720326526 37.579010825052904)","136377","0","","0","","","","","1111000000","종로구","1111013000","와룡동"
"NODE","POINT(126.99664660219557 37.57922027781728)","136376","2","","0","","","","","1111000000","종로구","1111016600","연건동"
"NODE","POINT(126.99667026712851 37.5790178889804)","136375","0","","0","","","","","1111000000","종로구","1111016600","연건동"
"NODE","POINT(126.99680628799918 37.57902495283795)","136374","0","","0","","","","","1111000000","종로구","1111016600","연건동"
"NODE","POINT(126.99786658531508 37.57134299549324)","136665","0","","0","","","","","1111000000","종로구","1111015700","인의동"
"LINK","","0","","LINESTRING(126.97666556773544 37.57006032847879,126.97665672135568 37.56998501889175)","54232","1000","157625","133032","8.3950","1111000000","종로구","1111011900","세종로"
"LINK","","0","","LINESTRING(126.97726873121093 37.57002279223688,126.97733080038833 37.57008869852982)","54228","1000","157627","157629","9.1420","1111000000","종로구","1111011900","세종로"
"LINK","","0","","LINESTRING(127.00144718526742 37.58382179185937,127.00180194276639 37.583902449864404)","169591","1000","137069","137073","32.5880","1111000000","종로구","1111016900","혜화동"
"LINK","","0","","LINESTRING(127.00466564605148 37.57105234434455,127.004766987776 37.571057085182005)","48310","1011","147532","147578","8.9680","1111000000","종로구","1111016300","종로5가"
"NODE","POINT(127.00239502098844 37.57862376274094)","137714","0","","0","","","","","1111000000","종로구","1111016800","동숭동"
"NODE","POINT(126.97076778784846 37.58152579911299)","130","0","","0","","","","","1111000000","종로구","1111011100","옥인동"
"NODE","POINT(126.99916861415385 37.5896255754163)","93718","0","","0","","","","","1111000000","종로구","1111016900","혜화동"
"NODE","POINT(127.00213657001885 37.57065266054209)","138186","0","","0","","","","","1111000000","종로구","1111016300","종로5가"
"NODE","POINT(126.97077816936478 37.58144461057936)","132","0","","0","","","","","1111000000","종로구","1111010800","통인동"
"NODE","POINT(127.0020283059414 37.57639604805261)","137719","0","","0","","","","","1111000000","종로구","1111016600","연건동"
"LINK","","0","","LINESTRING(126.99530016618485 37.568754655495816,126.99530904107914 37.56867228788076)","40504","1011","93337","93338","9.1750","1111000000","종로구","1111015400","장사동"
"NODE","POINT(127.00245455466128 37.576035428935555)","137720","0","","0","","","","","1111000000","종로구","1111016600","연건동"
"NODE","POINT(127.0155852140631 37.5746271265355)","159538","0","","0","","","","","1111000000","종로구","1111017400","창신동"
"NODE","POINT(126.99932883066448 37.570745203251576)","138171","0","","0","","","","","1111000000","종로구","1111016100","종로4가"
"NODE","POINT(126.9932194900848 37.57267232656126)","133","0","","0","","","","","1111000000","종로구","1111015200","봉익동"
"NODE","POINT(127.00221306671118 37.57465585909565)","138001","0","","0","","","","","1111000000","종로구","1111016200","효제동"
"NODE","POINT(126.98783597790182 37.5683981750929)","134931","0","","0","","","","","1111000000","종로구","1111013500","관철동"
"LINK","","0","","LINESTRING(126.9911171410876 37.573625301430326,126.9913152394009 37.57367003017221)","51320","1011","135471","135472","18.1900","1111000000","종로구","1111015100","묘동"
"NODE","POINT(127.00252908709288 37.57638180374086)","137724","0","","0","","","","","1111000000","종로구","1111016600","연건동"
"NODE","POINT(127.00233233913158 37.57598561015185)","137730","0","","0","","","","","1111000000","종로구","1111016600","연건동"
"NODE","POINT(126.99742005435999 37.57344454513741)","136627","0","","0","","","","","1111000000","종로구","1111015700","인의동"
"NODE","POINT(126.99743188665934 37.57329157643273)","136628","0","","0","","","","","1111000000","종로구","1111015700","인의동"
"NODE","POINT(126.99744370724643 37.573479846181236)","136631","0","","0","","","","","1111000000","종로구","1111015700","인의동"
"LINK","","0","","LINESTRING(126.9908390952804 37.57451956016121,126.99106084996167 37.57456664452484)","80080","1000","135469","135476","20.2740","1111000000","종로구","1111013000","와룡동"
"NODE","POINT(126.99776898185851 37.57245143060327)","136634","0","","0","","","","","1111000000","종로구","1111015700","인의동"
"LINK","","0","","LINESTRING(127.00575686710083 37.57508544793484,127.00550945115214 37.57494548569679)","80008","1000","141895","141924","26.8140","1111000000","종로구","1111016700","충신동"
"NODE","POINT(126.99752653093577 37.57244201229629)","136635","0","","0","","","","","1111000000","종로구","1111015700","인의동"
"NODE","POINT(126.99136856937125 37.57273339333421)","135559","0","","0","","","","","1111000000","종로구","1111015100","묘동"
"NODE","POINT(126.98960045748028 37.572627349217704)","135565","0","","0","","","","","1111000000","종로구","1111013700","낙원동"
"NODE","POINT(126.98960342958546 37.57251674113812)","135569","0","","0","","","","","1111000000","종로구","1111013700","낙원동"
"NODE","POINT(126.99505778284225 37.57070514816127)","136702","0","","0","","","","","1111000000","종로구","1111015600","종로3가"
"NODE","POINT(126.97602551572245 37.57548446128427)","11","0","","0","","","","","1111000000","종로구","1111011900","세종로"
"LINK","","0","","LINESTRING(127.01248914183903 37.57002641024621,127.01250062107401 37.56989825144273)","15246","1011","195179","10365","14.2600","1111000000","종로구","1111017400","창신동"
"NODE","POINT(126.99707717237592 37.57082523728295)","136703","0","","0","","","","","1111000000","종로구","1111016100","종로4가"
"NODE","POINT(126.98762598257447 37.5688782408583)","134930","2","","0","","","","","1111000000","종로구","1111013500","관철동"
"NODE","POINT(126.98763788707592 37.56840521462853)","134929","0","","0","","","","","1111000000","종로구","1111013500","관철동"
"NODE","POINT(127.00192390291659 37.57353844407461)","137974","0","","0","","","","","1111000000","종로구","1111016000","연지동"
"NODE","POINT(127.00215341892462 37.57353369522703)","137973","0","","0","","","","","1111000000","종로구","1111016000","연지동"
"LINK","","0","","LINESTRING(126.99808317949442 37.57066111036637,126.99808317738349 37.57074347830662)","161247","1011","136740","136741","9.1420","1111000000","종로구","1111016100","종로4가"
"NODE","POINT(127.00223985835923 37.573476755009715)","137972","0","","0","","","","","1111000000","종로구","1111016000","연지동"
"NODE","POINT(127.00223388953587 37.573230021144475)","137971","0","","0","","","","","1111000000","종로구","1111016200","효제동"
"NODE","POINT(127.00213254211845 37.57312326312107)","137970","0","","0","","","","","1111000000","종로구","1111016200","효제동"
"NODE","POINT(127.00190898867314 37.57312326694771)","137969","0","","0","","","","","1111000000","종로구","1111016000","연지동"
"LINK","","0","","LINESTRING(126.9950577878184 37.57062984032998,126.99506370562331 37.57056159285444)","152732","1011","168947","168948","7.5930","1111000000","종로구","1111015600","종로3가"
"LINK","","0","","LINESTRING(126.99233564056405 37.570593070671535,126.99234453435727 37.57036008763767)","205918","1011","135669","135670","25.8700","1111000000","종로구","1111015600","종로3가"
"NODE","POINT(126.99834632757549 37.589742152282724)","39","0","","0","","","","","1111000000","종로구","1111017000","명륜1가"
"LINK","","0","","LINESTRING(127.02339518741795 37.5746144052542,127.02313947573532 37.574609027032196)","202580","1011","4751","127557","22.5970","1111000000","종로구","1111017500","숭인동"
"NODE","POINT(127.00186129880662 37.57318495120592)","137967","0","","0","","","","","1111000000","종로구","1111016000","연지동"
"NODE","POINT(127.00185236218503 37.573407960906)","137966","0","","0","","","","","1111000000","종로구","1111016000","연지동"
"NODE","POINT(126.99459951381176 37.57053568546497)","136704","2","","0","","","","","1111000000","종로구","1111015600","종로3가"
"LINK","","0","","LINESTRING(126.98176389388712 37.58373723132711,126.98190288194685 37.58373254598835)","170842","1000","133193","133194","12.2870","1111000000","종로구","1111014000","삼청동"
"NODE","POINT(126.99970916348693 37.588365017163326)","136911","0","","0","","","","","1111000000","종로구","1111016900","혜화동"
"NODE","POINT(126.99955413497251 37.58834129231896)","136910","0","","0","","","","","1111000000","종로구","1111017000","명륜1가"
"NODE","POINT(127.00195687765128 37.58067355859964)","137387","0","","0","","","","","1111000000","종로구","1111016600","연건동"
"NODE","POINT(126.98773823852198 37.56945247492959)","134894","2","","0","","","","","1111000000","종로구","1111013500","관철동"
"NODE","POINT(126.98774998862251 37.56991844343219)","134893","0","","0","","","","","1111000000","종로구","1111013800","종로2가"
"NODE","POINT(126.9881490998028 37.57012558072915)","134888","0","","0","","","","","1111000000","종로구","1111013800","종로2가"
"NODE","POINT(126.98813723558305 37.57036326989671)","134885","0","","0","","","","","1111000000","종로구","1111013800","종로2가"
"NODE","POINT(126.98738038027804 37.57009961399053)","134884","0","","0","","","","","1111000000","종로구","1111013800","종로2가"
"NODE","POINT(126.98750754521176 37.56992077139644)","134883","0","","0","","","","","1111000000","종로구","1111013800","종로2가"
"NODE","POINT(126.98613268576081 37.57008300043591)","134876","1","","0","","","","","1111000000","종로구","1111013800","종로2가"
"LINK","","0","","LINESTRING(127.01403647540577 37.57266719752477,127.01410257974482 37.5725253009515)","29878","1000","160478","160571","16.7970","1111000000","종로구","1111017400","창신동"
"NODE","POINT(126.98623022591181 37.57023833426781)","134874","2","","0","","","","","1111000000","종로구","1111013800","종로2가"
"NODE","POINT(126.98736259954688 37.570342009188245)","134873","0","","0","","","","","1111000000","종로구","1111013800","종로2가"
"NODE","POINT(126.99703682806641 37.581663081988324)","136290","0","","0","","","","","1111000000","종로구","1111013000","와룡동"
"NODE","POINT(126.97744615148693 37.56994751842621)","157631","0","","0","","","","","1111000000","종로구","1111011900","세종로"
"NODE","POINT(127.00180194276639 37.583902449864404)","137073","0","","0","","","","","1111000000","종로구","1111016900","혜화동"
"NODE","POINT(127.00144718526742 37.58382179185937)","137069","0","","0","","","","","1111000000","종로구","1111016900","혜화동"
"NODE","POINT(127.00075855688831 37.585276102535246)","137068","0","","0","","","","","1111000000","종로구","1111016900","혜화동"
"NODE","POINT(127.00103580637881 37.585143243937914)","137067","0","","0","","","","","1111000000","종로구","1111016900","혜화동"
"LINK","","0","","LINESTRING(126.9892182757729 37.570420025303584,126.98963328274743 37.5704540154846)","87925","1011","215448","215449","36.8560","1111000000","종로구","1111013800","종로2가"
"LINK","","0","","LINESTRING(126.997184890754 37.576129144411915,126.99706364854818 37.57639977872079)","206228","1011","136540","136508","31.8900","1111000000","종로구","1111015900","원남동"
"NODE","POINT(127.00115803476538 37.585112401116454)","137065","0","","0","","","","","1111000000","종로구","1111016900","혜화동"
"NODE","POINT(126.97912546846247 37.57010903314457)","157633","0","","0","","","","","1111000000","종로구","1111012600","종로1가"
"NODE","POINT(126.99723495817923 37.58151953150801)","136291","0","","0","","","","","1111000000","종로구","1111016600","연건동"
"LINK","","0","","LINESTRING(126.97932335826863 37.57034238364353,126.97952898318482 37.570347382503236)","127463","1000","165592","133049","18.1740","1111000000","종로구","1111012600","종로1가"
"NODE","POINT(127.01248914183903 37.57002641024621)","195179","0","","0","","","","","1111000000","종로구","1111017400","창신동"
"NODE","POINT(126.99931392538278 37.57098422680847)","138142","0","","0","","","","","1111000000","종로구","1111016100","종로4가"
"LINK","","0","","LINESTRING(127.01001794035491 37.570038088450595,127.00999491733063 37.56987560488747)","7685","1011","154052","10362","18.1480","1111000000","종로구","1111016400","종로6가"
"NODE","POINT(127.01565180055535 37.5699253380605)","195180","0","","0","","","","","1111000000","종로구","1111017400","창신동"
"NODE","POINT(126.9993228686556 37.57083061117034)","138143","0","","0","","","","","1111000000","종로구","1111016100","종로4가"
"LINK","","0","","LINESTRING(126.97737650332448 37.57538849397236,126.97742085092445 37.57540497603749)","166553","1011","132992","132993","4.3240","1111000000","종로구","1111011900","세종로"
"LINK","","0","","LINESTRING(126.98296191424939 37.56914888580768,126.98296048241251 37.56909435346201,126.98305633079876 37.56904668957582)","10501","1011","86893","167190","16.0380","1111000000","종로구","1111013500","관철동"
"LINK","","0","","LINESTRING(126.99774530374432 37.57325863567299,126.99773642778315 37.573446904996175)","87314","1000","168927","168928","20.9100","1111000000","종로구","1111015700","인의동"
"LINK","","0","","LINESTRING(126.98754327590487 37.568412264795604,126.98763788707592 37.56840521462853)","87313","1011","167278","134929","8.3950","1111000000","종로구","1111013500","관철동"
"LINK","","0","","LINESTRING(127.00082116796958 37.585817017794895,127.00091060531037 37.585881072939586)","170330","1000","193689","172917","10.6280","1111000000","종로구","1111016900","혜화동"
"LINK","","0","","LINESTRING(126.99707422501577 37.57058754686822,126.99707717237592 37.57082523728295)","197168","1011","93307","136703","26.3820","1111000000","종로구","1111016100","종로4가"
"LINK","","0","","LINESTRING(126.96707774392719 37.56587719063068,126.96681319088641 37.56603429447676)","8154","1011","9634","129125","29.1600","1111000000","종로구","1111017700","평동"
"LINK","","0","","LINESTRING(127.01104892006285 37.571618225070075,127.010965571765 37.57184479708189)","259170","1000","154032","154033","26.2030","1111000000","종로구","1111017400","창신동"
"LINK","","0","","LINESTRING(126.98121292870115 37.58156145905971,126.98110350297014 37.581615568996384)","259214","1000","72803","133399","11.3790","1111000000","종로구","1111013900","팔판동"
"LINK","","0","","LINESTRING(127.00233233913158 37.57598561015185,127.0019478119938 37.57596663759441)","5053","1000","137730","76864","34.0330","1111000000","종로구","1111016600","연건동"
"LINK","","0","","LINESTRING(126.98279908035762 37.570111390575754,126.98280493843244 37.57035143515723)","3552","1011","86229","133708","26.6470","1111000000","종로구","1111012600","종로1가"
"LINK","","0","","LINESTRING(126.96912023057207 37.588016251732135,126.96937453074372 37.58809162559213)","195318","1000","146298","129282","23.9680","1111000000","종로구","1111010100","청운동"
"NODE","POINT(126.98542896183767 37.57032060603705)","134869","2","","0","","","","","1111000000","종로구","1111013800","종로2가"
"LINK","","0","","LINESTRING(126.97666276292568 37.570166704093204,126.97587631018482 37.570148134476355)","170902","1000","127924","127925","69.5080","1111000000","종로구","1111012000","신문로1가"
"NODE","POINT(126.97924079857037 37.570031392272796)","157634","0","","0","","","","","1111000000","종로구","1111012600","종로1가"
"NODE","POINT(126.97937680338978 37.570031416109664)","157635","0","","0","","","","","1111000000","종로구","1111012600","종로1가"
"NODE","POINT(127.00381403820745 37.58776383988673)","138220","0","","0","","","","","1111000000","종로구","1111016900","혜화동"
"LINK","","0","","LINESTRING(126.98964782624523 37.57752588879888,126.98967151380992 37.57729290753758)","150740","1011","135347","135346","25.9430","1111000000","종로구","1111013000","와룡동"
"NODE","POINT(126.98788590328928 37.57047385275599)","134868","0","","0","","","","","1111000000","종로구","1111013800","종로2가"
"NODE","POINT(126.99955124434682 37.573232413869334)","137943","0","","0","","","","","1111000000","종로구","1111016000","연지동"
"NODE","POINT(126.9983170659704 37.58968572416661)","136047","0","","0","","","","","1111000000","종로구","1111017000","명륜1가"
"NODE","POINT(126.99739732955258 37.58921974174874)","136033","0","","0","","","","","1111000000","종로구","1111017000","명륜1가"
"NODE","POINT(127.00478218309928 37.5756264080567)","195675","0","","0","","","","","1111000000","종로구","1111016700","충신동"
"NODE","POINT(126.99728494659321 37.58928327999955)","136032","0","","0","","","","","1111000000","종로구","1111017000","명륜1가"
"LINK","","0","","LINESTRING(126.99991785727715 37.587119488434375,127.00005797702246 37.587152702560374)","164260","1000","136949","136998","12.9130","1111000000","종로구","1111017000","명륜1가"
"LINK","","0","","LINESTRING(126.97392880574658 37.60936913900163,126.97403536087094 37.60919501427951)","31895","1000","130254","130318","21.4940","1111000000","종로구","1111018300","평창동"
"NODE","POINT(126.98748084580185 37.570457336908376)","134872","0","","0","","","","","1111000000","종로구","1111013800","종로2가"
"NODE","POINT(126.99958701213805 37.57337950541125)","137942","0","","0","","","","","1111000000","종로구","1111016000","연지동"
"NODE","POINT(126.998600391642 37.57344592621505)","137939","0","","0","","","","","1111000000","종로구","1111016000","연지동"
"NODE","POINT(127.00198354701128 37.57465111829208)","137936","0","","0","","","","","1111000000","종로구","1111016200","효제동"
"NODE","POINT(126.97952017770578 37.57011204398879)","157636","0","","0","","","","","1111000000","종로구","1111012600","종로1가"
"NODE","POINT(126.99837621174969 37.5897916262902)","136878","0","","0","","","","","1111000000","종로구","1111017000","명륜1가"
"LINK","","0","","LINESTRING(126.99204296962934 37.570242399203444,126.99226471603856 37.57025418079042)","164206","1000","135681","135682","19.6330","1111000000","종로구","1111015600","종로3가"
"NODE","POINT(126.99214950383426 37.56933400548407)","135708","0","","0","","","","","1111000000","종로구","1111015400","장사동"
"NODE","POINT(126.99226471603856 37.57025418079042)","135682","1","","0","","","","","1111000000","종로구","1111015600","종로3가"
"NODE","POINT(126.99204296962934 37.570242399203444)","135681","1","","0","","","","","1111000000","종로구","1111015600","종로3가"
"NODE","POINT(126.99808317949442 37.57066111036637)","136740","0","","0","","","","","1111000000","종로구","1111016100","종로4가"
"NODE","POINT(126.99808317738349 37.57074347830662)","136741","0","","0","","","","","1111000000","종로구","1111016100","종로4가"
"NODE","POINT(126.9980831735838 37.57089174059616)","136742","0","","0","","","","","1111000000","종로구","1111016100","종로4가"
"NODE","POINT(126.98542603408872 37.5701723433729)","134870","0","","0","","","","","1111000000","종로구","1111013800","종로2가"
"NODE","POINT(126.99951018652254 37.590772841268766)","136787","0","","0","","","","","1111000000","종로구","1111016900","혜화동"
"NODE","POINT(126.99935639887238 37.590819907764235)","136786","0","","0","","","","","1111000000","종로구","1111016900","혜화동"
"NODE","POINT(126.99926470364859 37.59227428456833)","136781","0","","0","","","","","1111000000","종로구","1111016900","혜화동"
"NODE","POINT(126.99911682885545 37.592229569693416)","136780","0","","0","","","","","1111000000","종로구","1111016900","혜화동"
"NODE","POINT(126.99605409014316 37.56881116399357)","136778","0","","0","","","","","1111000000","종로구","1111015400","장사동"
"NODE","POINT(126.9978200881897 37.56892196530787)","136750","0","","0","","","","","1111000000","종로구","1111015800","예지동"
"NODE","POINT(126.99234453435727 37.57036008763767)","135670","0","","0","","","","","1111000000","종로구","1111015600","종로3가"
"LINK","","0","","LINESTRING(126.99223532680398 37.56854798543929,126.99224494492174 37.56845855798883)","70971","1011","167282","10348","9.9620","1111000000","종로구","1111015500","관수동"
"NODE","POINT(126.99233564056405 37.570593070671535)","135669","0","","0","","","","","1111000000","종로구","1111015600","종로3가"
"NODE","POINT(126.99192171124648 37.570578922854466)","135667","0","","0","","","","","1111000000","종로구","1111015600","종로3가"
"NODE","POINT(126.98975158040525 37.57022104219724)","135665","0","","0","","","","","1111000000","종로구","1111015600","종로3가"
"NODE","POINT(126.99020687741434 37.57040935043282)","135659","2","","0","","","","","1111000000","종로구","1111015600","종로3가"
"NODE","POINT(126.98974268952487 37.57037401046693)","135658","0","","0","","","","","1111000000","종로구","1111015600","종로3가"
"NODE","POINT(126.98973380732959 37.57046343774826)","135657","0","","0","","","","","1111000000","종로구","1111015600","종로3가"
"NODE","POINT(126.99222918775669 37.570722499047896)","135653","0","","0","","","","","1111000000","종로구","1111015600","종로3가"
"NODE","POINT(126.99200152640593 37.570713070364164)","135652","0","","0","","","","","1111000000","종로구","1111015600","종로3가"
"NODE","POINT(127.00029047331576 37.57610662732644)","137808","0","","0","","","","","1111000000","종로구","1111016600","연건동"
"NODE","POINT(126.98532846568854 37.57016997791796)","134871","2","","0","","","","","1111000000","종로구","1111013800","종로2가"
"LINK","","0","","LINESTRING(126.96275070023832 37.56968268543851,126.96284773992284 37.569751265069684)","164159","1000","84426","167331","11.4640","1111000000","종로구","1111018000","교북동"
"LINK","","0","","LINESTRING(126.97216038275491 37.576080445877714,126.9721486648552 37.57578627216872)","164708","1000","153207","131944","32.6660","1111000000","종로구","1111011400","내자동"
"LINK","","0","","LINESTRING(126.97051484550424 37.58368406597396,126.97023390909636 37.58369811565258)","150315","1000","147365","147329","24.8630","1111000000","종로구","1111010400","효자동"
"LINK","","0","","LINESTRING(126.99540372473092 37.5704862987487,126.99538301863032 37.570641620345945)","65764","1011","168944","168945","17.3360","1111000000","종로구","1111016100","종로4가"
"NODE","POINT(126.9773764883733 37.57543791469313)","193217","0","","0","","","","","1111000000","종로구","1111011900","세종로"
"NODE","POINT(127.00650170983528 37.571002436200565)","193200","0","","0","","","","","1111000000","종로구","1111016400","종로6가"
"LINK","","0","","LINESTRING(126.98288303504702 37.57221028506962,126.98318463604502 37.57219620758495)","133994","1011","73936","133599","26.6890","1111000000","종로구","1111012700","공평동"
"LINK","","0","","LINESTRING(126.99192171124648 37.570578922854466,126.99233564056405 37.570593070671535)","220914","1000","135667","135669","36.6010","1111000000","종로구","1111015600","종로3가"
"NODE","POINT(126.99160806135059 37.57276400439725)","135558","0","","0","","","","","1111000000","종로구","1111015100","묘동"
"LINK","","0","","LINESTRING(126.95819246919186 37.60004258524609,126.95794750009067 37.60017172975456)","65186","1011","127014","127013","25.9500","1111000000","종로구","1111018500","홍지동"
"LINK","","0","","LINESTRING(126.99725883203078 37.57559493169325,126.99750129314162 37.57560435054533)","168179","1011","168881","136552","21.4440","1111000000","종로구","1111015900","원남동"
"LINK","","0","","LINESTRING(126.97079889096776 37.581388134938486,126.97107092642179 37.58142820913069,126.97107092642179 37.58142820913069)","158263","1000","132649","132651","24.4370","1111000000","종로구","1111010800","통인동"
"LINK","","0","","LINESTRING(126.96720668267206 37.60583919524094,126.96731028523573 37.60567684244597)","207788","1000","129193","129194","20.2090","1111000000","종로구","1111018300","평창동"
"LINK","","0","","LINESTRING(127.00192390291659 37.57353844407461,127.00215341892462 37.57353369522703)","150274","1000","137974","137973","20.2820","1111000000","종로구","1111016000","연지동"
"LINK","","0","","LINESTRING(126.96027114939747 37.57188801796695,126.96065461919642 37.57212586654316)","205727","1000","84400","167300","42.9470","1111000000","종로구","1141010900","현저동"
